"id"|"""date"""|"jour"|"saison"|"recettes"|"semainier"|"notes"|"ouverture"|"cloture"|"page_de_gauche"
26590|1737-03-13|Mercredi|"1736-1737"|934|""|""|false|false|
26592|1737-03-16|Samedi|"1736-1737"|1363|""|""|false|false|
26593|1737-03-17|Dimanche|"1736-1737"|352|""|""|false|false|
26595|1737-03-20|Mercredi|"1736-1737"|816|""|""|false|false|
26597|1737-03-22|Vendredi|"1736-1737"|313|""|""|false|false|
26573|1737-02-24|Dimanche|"1736-1737"|739|""|""|false|false|
26401|1736-08-11|Samedi|"1736-1737"|289|""|""|false|false|
26624|1737-05-09|Jeudi|"1737-1738"|140|""|""|false|false|
27812|1726-03-04|Lundi|"1725-1726"|1590|Fontenay|""|false|false|
26635|1737-05-20|Lundi|"1737-1738"|599|""|""|false|false|
26630|1737-05-15|Mercredi|"1737-1738"|525|""|""|false|false|
26622|1737-05-07|Mardi|"1737-1738"|182|""|""|false|false|
26616|1737-05-01|Mercredi|"1737-1738"|1263|""|""|false|false|
26629|1737-05-14|Mardi|"1737-1738"|273|""|""|false|false|
26621|1737-05-06|Lundi|"1737-1738"|399|""|""|false|false|
26618|1737-05-03|Vendredi|"1737-1738"|148|""|""|false|false|
26615|1737-04-30|Mardi|"1737-1738"|241|""|""|false|false|
26501|1736-11-30|Vendredi|"1736-1737"|847|""|""|false|false|
26504|1736-12-03|Lundi|"1736-1737"|511|""|""|false|false|
26510|1736-12-11|Mardi|"1736-1737"|397|""|""|false|false|
26512|1736-12-13|Jeudi|"1736-1737"|134|""|""|false|false|
26514|1736-12-15|Samedi|"1736-1737"|1293|""|""|false|false|
26515|1736-12-16|Dimanche|"1736-1737"|645|""|""|false|false|
26517|1736-12-18|Mardi|"1736-1737"|115|""|""|false|false|
26520|1736-12-22|Samedi|"1736-1737"|1708|""|""|false|false|
26521|1736-12-23|Dimanche|"1736-1737"|500|""|""|false|false|
26523|1736-12-27|Jeudi|"1736-1737"|732|""|""|false|false|
26525|1736-12-29|Samedi|"1736-1737"|1206|""|""|false|false|
26527|1736-12-31|Lundi|"1736-1737"|538|""|""|false|false|
26530|1737-01-03|Jeudi|"1736-1737"|403|""|""|false|false|
26532|1737-01-05|Samedi|"1736-1737"|1206|""|""|false|false|
26534|1737-01-07|Lundi|"1736-1737"|329|""|""|false|false|
26536|1737-01-11|Vendredi|"1736-1737"|424|""|""|false|false|
26617|1737-05-02|Jeudi|"1737-1738"|557|""|""|false|false|
26610|1737-04-02|Mardi|"1736-1737"|291|""|""|false|false|
26613|1737-04-06|Samedi|"1736-1737"|1675|""|""|false|false|
26505|1736-12-04|Mardi|"1736-1737"|153|""|""|false|false|
26542|1737-01-18|Vendredi|"1736-1737"|647|""|""|false|false|
26543|1737-01-19|Samedi|"1736-1737"|1683|""|""|false|false|
26546|1737-01-22|Mardi|"1736-1737"|180|""|""|false|false|
26549|1737-01-25|Vendredi|"1736-1737"|162|""|""|false|false|
26548|1737-01-24|Jeudi|"1736-1737"|1030|""|""|false|false|
26550|1737-01-26|Samedi|"1736-1737"|2776|""|""|false|false|
26553|1737-01-30|Mercredi|"1736-1737"|1539|""|""|false|false|
26603|1737-03-31|Dimanche|"1736-1737"|552|""|""|false|true|
26634|1737-05-19|Dimanche|"1737-1738"|432|""|""|false|false|
27814|1726-03-07|Jeudi|"1725-1726"|152|Delathorillière  |"""On a donné hier relâche au théâtre"""|false|false|
26696|1737-07-29|Lundi|"1737-1738"|1001|""|""|false|false|
26698|1737-07-31|Mercredi|"1737-1738"|1106|""|""|false|false|
26699|1737-08-01|Jeudi|"1737-1738"|230|""|""|false|false|
26701|1737-08-04|Dimanche|"1737-1738"|753|""|""|false|false|
26702|1737-08-05|Lundi|"1737-1738"|610|""|""|false|false|
26692|1737-07-24|Mercredi|"1737-1738"|1009|""|""|false|false|
26639|1737-05-24|Vendredi|"1737-1738"|342|""|""|false|false|
26640|1737-05-25|Samedi|"1737-1738"|1611|""|""|false|false|
26641|1737-05-26|Dimanche|"1737-1738"|1032|""|""|false|false|
26642|1737-05-27|Lundi|"1737-1738"|1211|""|""|false|false|
26643|1737-05-28|Mardi|"1737-1738"|194|""|""|false|false|
26646|1737-06-01|Samedi|"1737-1738"|772|""|""|false|false|
26647|1737-06-02|Dimanche|"1737-1738"|199|""|""|false|false|
26648|1737-06-03|Lundi|"1737-1738"|445|""|""|false|false|
26655|1737-06-12|Mercredi|"1737-1738"|818|""|""|false|false|
26656|1737-06-13|Jeudi|"1737-1738"|270|""|""|false|false|
26650|1737-06-05|Mercredi|"1737-1738"|583|""|""|false|false|
26658|1737-06-15|Samedi|"1737-1738"|1564|""|""|false|false|
26659|1737-06-16|Dimanche|"1737-1738"|420|""|""|false|false|
26660|1737-06-17|Lundi|"1737-1738"|1333|""|""|false|false|
26661|1737-06-18|Mardi|"1737-1738"|162|""|""|false|false|
26663|1737-06-21|Vendredi|"1737-1738"|116|""|""|false|false|
26665|1737-06-23|Dimanche|"1737-1738"|502|""|""|false|false|
26666|1737-06-24|Lundi|"1737-1738"|1346|""|""|false|false|
26667|1737-06-25|Mardi|"1737-1738"|133|""|""|false|false|
26668|1737-06-26|Mercredi|"1737-1738"|655|""|""|false|false|
26671|1737-06-30|Dimanche|"1737-1738"|360|""|""|false|false|
26672|1737-07-01|Lundi|"1737-1738"|130|""|""|false|false|
26674|1737-07-04|Jeudi|"1737-1738"|283|""|""|false|false|
26676|1737-07-07|Dimanche|"1737-1738"|320|""|""|false|false|
26678|1737-07-09|Mardi|"1737-1738"|387|""|""|false|false|
26679|1737-07-10|Mercredi|"1737-1738"|425|""|""|false|false|
26683|1737-07-14|Dimanche|"1737-1738"|157|""|""|false|false|
26686|1737-07-17|Mercredi|"1737-1738"|386|""|""|false|false|
26687|1737-07-18|Jeudi|"1737-1738"|1104|""|""|false|false|
26689|1737-07-21|Dimanche|"1737-1738"|352|""|""|false|false|
26690|1737-07-22|Lundi|"1737-1738"|1178|""|""|false|false|
26763|1737-10-21|Lundi|"1737-1738"|656|""|""|false|false|
26539|1737-01-14|Lundi|"1736-1737"|925|""|""|false|false|
26765|1737-10-24|Jeudi|"1737-1738"|158|""|""|false|false|
26768|1737-10-28|Lundi|"1737-1738"|885|""|""|false|false|
28731|1738-06-24|Mardi|"1738-1739"|534|""|"Erreur du semainier (jour de la semaine): ""Du mercredi 24 juin 1738""."|false|false|Distribution
26772|1737-11-03|Dimanche|"1737-1738"|789|""|""|false|false|
26773|1737-11-04|Lundi|"1737-1738"|532|""|""|false|false|
26775|1737-11-07|Jeudi|"1737-1738"|463|""|""|false|false|
26777|1737-11-10|Dimanche|"1737-1738"|775|""|""|false|false|
26778|1737-11-11|Lundi|"1737-1738"|935|""|""|false|false|
26782|1737-11-16|Samedi|"1737-1738"|1381|""|""|false|false|
26788|1737-11-21|Jeudi|"1737-1738"|371|""|""|false|false|
26790|1737-11-23|Samedi|"1737-1738"|1954|""|""|false|false|
26792|1737-11-25|Lundi|"1737-1738"|1275|""|""|false|false|
26794|1737-11-27|Mercredi|"1737-1738"|1265|""|""|false|false|
26797|1737-12-01|Dimanche|"1737-1738"|905|""|""|false|false|
26799|1737-12-03|Mardi|"1737-1738"|491|""|""|false|false|
26801|1737-12-05|Jeudi|"1737-1738"|293|""|""|false|false|
26802|1737-12-06|Vendredi|"1737-1738"|348|""|""|false|false|
26723|1737-08-29|Jeudi|"1737-1738"|1184|""|""|false|false|
26896|1741-04-12|Mercredi|"1741-1742"|706|""|""|false|false|Distribution
26897|1741-04-13|Jeudi|"1741-1742"|638|""|""|false|false|Distribution
26899|1741-04-15|Samedi|"1741-1742"|672|""|""|false|false|Distribution
26900|1741-04-16|Dimanche|"1741-1742"|587|""|""|false|false|Distribution
26904|1741-04-20|Jeudi|"1741-1742"|435|""|""|false|false|Distribution
26906|1741-04-22|Samedi|"1741-1742"|922|""|""|false|false|Distribution
26907|1741-04-23|Dimanche|"1741-1742"|668|""|""|false|false|Distribution
26908|1741-04-24|Lundi|"1741-1742"|579|""|""|false|false|Distribution
26910|1741-04-26|Mercredi|"1741-1742"|333|""|""|false|false|Distribution
26905|1741-04-21|Vendredi|"1741-1742"|211|""|""|false|false|Distribution
26708|1737-08-12|Lundi|"1737-1738"|503|""|""|false|false|
26709|1737-08-13|Mardi|"1737-1738"|647|""|""|false|false|
26710|1737-08-14|Mercredi|"1737-1738"|551|""|""|false|false|
26713|1737-08-18|Dimanche|"1737-1738"|876|""|""|false|false|
26714|1737-08-19|Lundi|"1737-1738"|157|""|""|false|false|
26716|1737-08-21|Mercredi|"1737-1738"|638|""|""|false|false|
26717|1737-08-22|Jeudi|"1737-1738"|308|""|""|false|false|
26719|1737-08-25|Dimanche|"1737-1738"|551|""|""|false|false|
26721|1737-08-27|Mardi|"1737-1738"|119|""|""|false|false|
26727|1737-09-03|Mardi|"1737-1738"|302|""|""|false|false|
26729|1737-09-05|Jeudi|"1737-1738"|255|""|""|false|false|
26734|1737-09-12|Jeudi|"1737-1738"|270|""|""|false|false|
26738|1737-09-17|Mardi|"1737-1738"|386|""|""|false|false|
26735|1737-09-14|Samedi|"1737-1738"|669|""|""|false|false|
26736|1737-09-15|Dimanche|"1737-1738"|130|""|""|false|false|
26739|1737-09-18|Mercredi|"1737-1738"|458|""|""|false|false|
26740|1737-09-19|Jeudi|"1737-1738"|166|""|""|false|false|
26743|1737-09-23|Lundi|"1737-1738"|206|""|""|false|false|
26745|1737-09-25|Mercredi|"1737-1738"|285|""|""|false|false|
26747|1737-09-28|Samedi|"1737-1738"|1087|""|""|false|false|
26749|1737-09-30|Lundi|"1737-1738"|761|""|""|false|false|
26750|1737-10-01|Mardi|"1737-1738"|135|""|""|false|false|
26752|1737-10-06|Dimanche|"1737-1738"|461|""|""|false|false|
26754|1737-10-08|Mardi|"1737-1738"|378|""|""|false|false|
26756|1737-10-10|Jeudi|"1737-1738"|1528|""|""|false|false|
26759|1737-10-14|Lundi|"1737-1738"|652|""|""|false|false|
26767|1737-10-27|Dimanche|"1737-1738"|720|""|""|false|false|
26755|1737-10-09|Mercredi|"1737-1738"|1266|""|""|false|false|
26866|1738-02-22|Samedi|"1737-1738"|636|""|""|false|false|
26870|1738-02-28|Vendredi|"1737-1738"|1914|""|""|false|false|
26872|1738-03-02|Dimanche|"1737-1738"|498|""|""|false|false|
26876|1738-03-08|Samedi|"1737-1738"|2793|""|""|false|false|
26877|1738-03-09|Dimanche|"1737-1738"|509|""|""|false|false|
26879|1738-03-11|Mardi|"1737-1738"|64|""|""|false|false|
26882|1738-03-15|Samedi|"1737-1738"|2687|""|""|false|false|
26884|1738-03-17|Lundi|"1737-1738"|1539|""|""|false|false|
26911|1741-04-27|Jeudi|"1741-1742"|378|""|""|false|false|Distribution
26912|1741-04-28|Vendredi|"1741-1742"|124|""|""|false|false|Distribution
26922|1741-05-08|Lundi|"1741-1742"|148|De Montmeny, Grandval, Dangeville, Dubois|""|false|false|Distribution
26913|1741-04-29|Samedi|"1741-1742"|1128|""|""|false|false|Distribution
26914|1741-04-30|Dimanche|"1741-1742"|564|""|""|false|false|Autre
26917|1741-05-03|Mercredi|"1741-1742"|633|""|""|false|false|Distribution
26918|1741-05-04|Jeudi|"1741-1742"|364|""|""|false|false|Distribution
26921|1741-05-07|Dimanche|"1741-1742"|1142|""|""|false|false|Distribution
26926|1741-05-13|Samedi|"1741-1742"|1758|""|""|false|false|Distribution
26928|1741-05-15|Lundi|"1741-1742"|2213|""|""|false|false|Distribution
26929|1741-05-16|Mardi|"1741-1742"|189|""|""|false|false|Distribution
26930|1741-05-17|Mercredi|"1741-1742"|2024|""|""|false|false|Distribution
26931|1741-05-18|Jeudi|"1741-1742"|450|""|""|false|false|Distribution
26937|1741-05-25|Jeudi|"1741-1742"|216|""|""|false|false|Distribution
26938|1741-05-26|Vendredi|"1741-1742"|153|""|""|false|false|Distribution
26943|1741-05-31|Mercredi|"1741-1742"|821|""|""|false|false|Autre
26939|1741-05-27|Samedi|"1741-1742"|1797|""|""|false|false|Distribution
26941|1741-05-29|Lundi|"1741-1742"|829|""|""|false|false|Distribution
26811|1737-12-18|Mercredi|"1737-1738"|822|""|""|false|false|
26813|1737-12-21|Samedi|"1737-1738"|837|""|""|false|false|
26814|1737-12-22|Dimanche|"1737-1738"|1095|""|""|false|false|
26815|1737-12-23|Lundi|"1737-1738"|648|""|""|false|false|
26818|1737-12-28|Samedi|"1737-1738"|1216|""|""|false|false|
26820|1737-12-30|Lundi|"1737-1738"|437|""|""|false|false|
26821|1737-12-31|Mardi|"1737-1738"|112|""|""|false|false|
26822|1738-01-01|Mercredi|"1737-1738"|814|""|""|false|false|
26826|1738-01-06|Lundi|"1737-1738"|663|""|""|false|false|
26828|1738-01-09|Jeudi|"1737-1738"|347|""|""|false|false|
26829|1738-01-10|Vendredi|"1737-1738"|1200|""|""|false|false|
26832|1738-01-13|Lundi|"1737-1738"|1718|""|""|false|false|
26836|1738-01-17|Vendredi|"1737-1738"|380|""|""|false|false|
26838|1738-01-19|Dimanche|"1737-1738"|548|""|""|false|false|
26839|1738-01-20|Lundi|"1737-1738"|1374|""|""|false|false|
26843|1738-01-24|Vendredi|"1737-1738"|226|""|""|false|false|
27834|1726-03-29|Vendredi|"1725-1726"|61|""|""|false|false|
26846|1738-01-27|Lundi|"1737-1738"|1224|""|""|false|false|
26849|1738-01-31|Vendredi|"1737-1738"|150|""|""|false|false|
26850|1738-02-01|Samedi|"1737-1738"|1951|""|""|false|false|
26854|1738-02-08|Samedi|"1737-1738"|2151|""|""|false|false|
26855|1738-02-09|Dimanche|"1737-1738"|750|""|""|false|false|
26856|1738-02-10|Lundi|"1737-1738"|717|""|""|false|false|
26858|1738-02-13|Jeudi|"1737-1738"|286|""|""|false|false|
26860|1738-02-16|Dimanche|"1737-1738"|639|""|""|false|false|
26861|1738-02-17|Lundi|"1737-1738"|1071|""|""|false|false|
26863|1738-02-19|Mercredi|"1737-1738"|586|""|""|false|false|
26864|1738-02-20|Jeudi|"1737-1738"|182|""|""|false|false|
26868|1738-02-24|Lundi|"1737-1738"|1134|""|""|false|false|
26871|1738-03-01|Samedi|"1737-1738"|1716|""|""|false|false|
26833|1738-01-14|Mardi|"1737-1738"|360|""|""|false|false|
26841|1738-01-22|Mercredi|"1737-1738"|2327|""|""|false|false|
27011|1741-08-28|Lundi|"1741-1742"|271|""|"""Semainiers MM. De La Thorillère, Armand, Sarrazin"""|false|false|Distribution
27021|1741-09-11|Lundi|"1741-1742"|331|Montmeny, Grandval, Dangeville, Dubois|""|false|false|Distribution
27001|1741-08-14|Lundi|"1741-1742"|402|Le Grand, Poisson, Dubreuil|""|false|false|Distribution
27177|1721-04-24|Jeudi|"1721-1722"|402|Duboccage|""|false|false|Distribution
27002|1741-08-16|Mercredi|"1741-1742"|615|""|On a donné hier relâche au théâtre à cause de la fête de l'Assomption|false|false|Distribution
26949|1741-06-07|Mercredi|"1741-1742"|919|""|""|false|false|Distribution
27033|1741-09-27|Mercredi|"1741-1742"|527|""|On a donné hier relâche au théâtre.|false|false|Distribution
27022|1741-09-13|Mercredi|"1741-1742"|513|""|On a donné hier relâche au théâtre|false|false|Distribution
27017|1741-09-06|Mercredi|"1741-1742"|710|""|On a donné hier relâche au théâtre|false|false|Distribution
26952|1741-06-11|Dimanche|"1741-1742"|192|""|""|false|false|Distribution
26996|1741-08-07|Lundi|"1741-1742"|516|De la Thorillière, Armand, Sarrazin|""|false|false|Distribution
26977|1741-07-15|Samedi|"1741-1742"|818|""|On a donné hier relâche au théâtre|false|false|Distribution
26975|1741-07-12|Mercredi|"1741-1742"|340|""|On a donné hier relâche au théâtre|false|false|Distribution
26955|1741-06-15|Jeudi|"1741-1742"|438|""|""|false|false|Distribution
26974|1741-07-10|Lundi|"1741-1742"|354|De Montmeny, Grandval, Dangeville, Dubois|""|false|false|Distribution
26973|1741-07-09|Dimanche|"1741-1742"|330|""|""|false|false|Distribution
26957|1741-06-18|Dimanche|"1741-1742"|529|""|""|false|false|Distribution
26959|1741-06-20|Mardi|"1741-1742"|322|""|""|false|false|Distribution
26960|1741-06-21|Mercredi|"1741-1742"|705|""|""|false|false|Distribution
26967|1741-07-01|Samedi|"1741-1742"|585|""|On a donné hier relâche au théâtre|false|false|Distribution
26961|1741-06-22|Jeudi|"1741-1742"|629|""|""|false|false|Distribution
26965|1741-06-28|Mercredi|"1741-1742"|255|""|On a donné hier relâche au théâtre|false|false|Distribution
26954|1741-06-14|Mercredi|"1741-1742"|1079|""|On a donné hier relâche au théâtre|false|false|Distribution
26951|1741-06-10|Samedi|"1741-1742"|1129|""| Le Grand, Poisson, Dubreuil|false|false|Distribution
26963|1741-06-25|Dimanche|"1741-1742"|456|""|""|false|false|Distribution
26971|1741-07-06|Jeudi|"1741-1742"|101|""|""|false|false|Distribution
26978|1741-07-16|Dimanche|"1741-1742"|596|""|""|false|false|Distribution
26979|1741-07-17|Lundi|"1741-1742"|321|""|""|false|false|Distribution
26981|1741-07-20|Jeudi|"1741-1742"|204|""|""|false|false|Distribution
26983|1741-07-23|Dimanche|"1741-1742"|191|""|""|false|false|Distribution
26985|1741-07-25|Mardi|"1741-1742"|380|""|""|false|false|Distribution
26986|1741-07-26|Mercredi|"1741-1742"|228|""|""|false|false|Distribution
26987|1741-07-27|Jeudi|"1741-1742"|402|""|""|false|false|Distribution
26989|1741-07-30|Dimanche|"1741-1742"|455|""|""|false|false|Distribution
26991|1741-08-01|Mardi|"1741-1742"|420|""|""|false|false|Distribution
26992|1741-08-02|Mercredi|"1741-1742"|322|""|""|false|false|Distribution
26993|1741-08-03|Jeudi|"1741-1742"|404|""|""|false|false|Distribution
26998|1741-08-10|Jeudi|"1741-1742"|492|""|""|false|false|Distribution
27000|1741-08-13|Dimanche|"1741-1742"|268|""|""|false|false|Distribution
27013|1741-08-31|Jeudi|"1741-1742"|477|""|""|false|false|Autre
27034|1741-09-28|Jeudi|"1741-1742"|425|""|""|false|false|Distribution
27031|1741-09-24|Dimanche|"1741-1742"|321|""|""|false|false|Distribution
27027|1741-09-19|Mardi|"1741-1742"|115|""|""|false|false|Distribution
27028|1741-09-20|Mercredi|"1741-1742"|1931|""|""|false|false|Distribution
27025|1741-09-17|Dimanche|"1741-1742"|924|""|""|false|false|Distribution
27020|1741-09-10|Dimanche|"1741-1742"|180|""|""|false|false|Distribution
27018|1741-09-07|Jeudi|"1741-1742"|321|""|""|false|false|Distribution
27015|1741-09-03|Dimanche|"1741-1742"|830|""|""|false|false|Distribution
27041|1741-10-05|Jeudi|"1741-1742"|582|""|""|false|false|Distribution
27079|1741-11-20|Lundi|"1741-1742"|553|La Thorillère, Armand, Sarrazin|""|false|false|Distribution
27043|1741-10-08|Dimanche|"1741-1742"|425|""|""|false|false|Distribution
27074|1741-11-13|Lundi|"1741-1742"|506|Montmeny, Grandval, Dangeville, Dubois|""|false|false|Distribution
27062|1741-10-30|Lundi|"1741-1742"|171|De la Thorillère, Armand, Sarrazin|""|false|false|Distribution
27131|1742-01-30|Mardi|"1741-1742"|99|""|""|false|false|Distribution
27049|1741-10-16|Lundi|"1741-1742"|557|Le Grand, Poisson, Dubreuil|""|false|false|Distribution
27046|1741-10-12|Jeudi|"1741-1742"|385|""|""|false|false|Distribution
27114|1742-01-05|Vendredi|"1741-1742"|252|""|Erreur sur l'année. Nous corrigeons.|false|false|Distribution
27044|1741-10-09|Lundi|"1741-1742"|692|La Thorillère, Armand, Sarrazin|""|false|false|Distribution
27048|1741-10-15|Dimanche|"1741-1742"|667|""|""|false|false|Distribution
27097|1741-12-15|Vendredi|"1741-1742"|306|""|On a donné hier relâche au théâtre pour aller à la Cour|false|false|Autre
27084|1741-11-27|Lundi|"1741-1742"|459|Le Grand, Poisson, Dubreuil|""|false|false|Distribution
27051|1741-10-19|Jeudi|"1741-1742"|613|""|""|false|false|Distribution
27076|1741-11-17|Vendredi|"1741-1742"|96|""|On a donné hier relâche au théâtre pour aller à la Cour|false|false|Autre
27080|1741-11-22|Mercredi|"1741-1742"|847|""|On a donné hier relâche pour aller à la Cour|false|false|Autre
27052|1741-10-20|Vendredi|"1741-1742"|144|""|""|false|false|Distribution
27054|1741-10-22|Dimanche|"1741-1742"|640|""|""|false|false|Distribution
27057|1741-10-25|Mercredi|"1741-1742"|403|""|""|false|false|Distribution
27058|1741-10-26|Jeudi|"1741-1742"|227|""|""|false|false|Distribution
27060|1741-10-28|Samedi|"1741-1742"|1061|""|""|false|false|Distribution
27061|1741-10-29|Dimanche|"1741-1742"|383|""|""|false|false|Distribution
27063|1741-10-31|Mardi|"1741-1742"|97|""|""|false|false|Distribution
27065|1741-11-03|Vendredi|"1741-1742"|467|""|""|false|false|Distribution
27067|1741-11-05|Dimanche|"1741-1742"|530|""|""|false|false|Distribution
27071|1741-11-10|Vendredi|"1741-1742"|102|""|""|false|false|Distribution
27073|1741-11-12|Dimanche|"1741-1742"|864|""|""|false|false|Distribution
27082|1741-11-25|Samedi|"1741-1742"|908|""|""|false|false|Distribution
27083|1741-11-26|Dimanche|"1741-1742"|574|""|""|false|false|Distribution
27086|1741-11-30|Jeudi|"1741-1742"|382|""|""|false|false|Autre
25689|1732-03-15|Samedi|"1731-1732"|1761|""|""|false|false|Distribution/Dépenses
27087|1741-12-01|Vendredi|"1741-1742"|396|""|""|false|false|Distribution
27088|1741-12-02|Samedi|"1741-1742"|725|""|""|false|false|Distribution
27089|1741-12-03|Dimanche|"1741-1742"|516|""|""|false|false|Distribution
27092|1741-12-07|Jeudi|"1741-1742"|217|""|""|false|false|Distribution
27094|1741-12-10|Dimanche|"1741-1742"|552|""|""|false|false|Distribution
27124|1742-01-21|Dimanche|"1741-1742"|515|""|""|false|false|Distribution
27113|1742-01-04|Jeudi|"1741-1742"|307|""|""|false|false|Distribution
27115|1742-01-06|Samedi|"1741-1742"|540|""|""|false|false|Distribution
27103|1741-12-22|Vendredi|"1741-1742"|146|""|""|false|false|Distribution
27108|1741-12-29|Vendredi|"1741-1742"|99|""|""|false|false|Distribution
27110|1741-12-31|Dimanche|"1741-1742"|546|""|""|false|false|Autre
27102|1741-12-21|Jeudi|"1741-1742"|360|""|""|false|false|Distribution
27104|1741-12-23|Samedi|"1741-1742"|367|""|""|false|false|Distribution
27099|1741-12-17|Dimanche|"1741-1742"|497|""|""|false|false|Distribution
27107|1741-12-28|Jeudi|"1741-1742"|390|""|""|false|false|Distribution
27116|1742-01-07|Dimanche|"1741-1742"|545|""|""|false|false|Distribution
27156|1742-03-05|Lundi|"1741-1742"|1116|La Thorillère, Armand, Sarrazin|""|false|false|Distribution
27151|1742-02-26|Lundi|"1741-1742"|1086|Montmeny, Grandval, Dangeville, Dubois|""|false|false|Autre
26966|1741-06-29|Jeudi|"1741-1742"|289|""|""|false|false|Autre
27127|1742-01-25|Jeudi|"1741-1742"|264|""|""|false|false|Distribution
27142|1742-02-12|Lundi|"1741-1742"|103|La Thorillère, Armand, Sarrazin|""|false|false|Distribution
27129|1742-01-28|Dimanche|"1741-1742"|528|""|""|false|false|Distribution
27137|1742-02-05|Lundi|"1741-1742"|720|Montmeny, Grandval, Dangeville, Dubois|""|false|false|Distribution
27158|1742-03-09|Vendredi|"1741-1742"|190|""|On a donné hier relâche au théâtre pour aller à la Cour|false|false|Autre
27136|1742-02-04|Dimanche|"1741-1742"|498|""|""|false|false|Distribution
27139|1742-02-07|Mercredi|"1741-1742"|190|""|""|false|false|Autre
27138|1742-02-06|Mardi|"1741-1742"|522|""|""|false|false|Distribution
27146|1742-02-19|Lundi|"1741-1742"|1560|""|""|false|false|Distribution
27149|1742-02-24|Samedi|"1741-1742"|2647|""|""|false|false|Distribution
27144|1742-02-17|Samedi|"1741-1742"|1746|""|""|false|false|Distribution
45262|1740-03-03|Jeudi|"1739-1740"|0|""|""|false|false|
45237|1740-02-07|Dimanche|"1739-1740"|0|""|""|false|false|
27150|1742-02-25|Dimanche|"1741-1742"|291|""|""|false|false|Distribution
27154|1742-03-03|Samedi|"1741-1742"|939|""|""|false|false|Distribution
27159|1742-03-10|Samedi|"1741-1742"|2301|""|""|false|true|Autre
27155|1742-03-04|Dimanche|"1741-1742"|549|""|""|false|false|Distribution
26376|1736-07-12|Jeudi|"1736-1737"|196|""|""|false|false|
27179|1721-04-26|Samedi|"1721-1722"|631|Duboccage|""|false|false|Distribution
27180|1721-04-27|Dimanche|"1721-1722"|834|Duboccage|""|false|false|Distribution
27183|1721-04-30|Mercredi|"1721-1722"|725|Duboccage|"Haute de page: ""2ème au palais royal"""|false|false|Autre
27185|1721-05-02|Vendredi|"1721-1722"|188|Duboccage|""|false|false|Distribution
27187|1721-05-04|Dimanche|"1721-1722"|949|Duboccage|""|false|false|Distribution
27189|1721-05-06|Mardi|"1721-1722"|196|Duboccage|""|false|false|Distribution
27192|1721-05-09|Vendredi|"1721-1722"|129|Duboccage|""|false|false|Distribution
27195|1721-05-13|Mardi|"1721-1722"|307|Duboccage|""|false|false|Distribution
27197|1721-05-15|Jeudi|"1721-1722"|82|Duboccage|""|false|false|Distribution
27204|1721-05-24|Samedi|"1721-1722"|588|Duboccage|""|false|false|Distribution
27205|1721-05-25|Dimanche|"1721-1722"|1320|Duboccage|"Haut de page: ""Aujourd'hui, l'ambassadeur du grand seigneur est venu à la Comédie."""|false|false|Distribution
27209|1721-05-29|Jeudi|"1721-1722"|773|Duboccage|""|false|false|Distribution
27211|1721-05-31|Samedi|"1721-1722"|656|Duboccage|""|false|false|Autre
27215|1721-06-04|Mercredi|"1721-1722"|835|""|"Haut de page: ""7ème au palais royal"""|false|false|Autre
27216|1721-06-05|Jeudi|"1721-1722"|297|Duboccage|""|false|false|Distribution
27217|1721-06-06|Vendredi|"1721-1722"|460|Duboccage|""|false|false|Distribution
27218|1721-06-07|Samedi|"1721-1722"|256|Duboccage|""|false|false|Distribution
27200|1721-05-19|Lundi|"1721-1722"|397|Duboccage|"""Semainiers, MM. La Thorilliere et Lavoy"""|false|false|Distribution
26037|1735-06-03|Vendredi|"1735-1736"|341|""|""|false|false|
27242|1721-07-04|Vendredi|"1721-1722"|423|Duboccage|""|false|false|Distribution
45243|1740-02-13|Samedi|"1739-1740"|0|""|""|false|false|
27244|1721-07-06|Dimanche|"1721-1722"|793|Duboccage|""|false|false|Distribution
27225|1721-06-17|Mardi|"1721-1722"|127|Duboccage|""|false|false|Distribution
27246|1721-07-08|Mardi|"1721-1722"|435|Duboccage|""|false|false|Distribution
27247|1721-07-09|Mercredi|"1721-1722"|293|Duboccage|""|false|false|Distribution
27227|1721-06-19|Jeudi|"1721-1722"|544|Duboccage|""|false|false|Distribution
27250|1721-07-13|Dimanche|"1721-1722"|440|Duboccage|""|false|false|Distribution
27228|1721-06-20|Vendredi|"1721-1722"|739|Duboccage|""|false|false|Distribution
27251|1721-07-14|Lundi|"1721-1722"|193|Duboccage|"""Semainiers, MM. Poisson Le P. et Dangeville."""|false|false|Distribution
27230|1721-06-22|Dimanche|"1721-1722"|776|Duboccage|""|false|false|Distribution
27254|1721-07-17|Jeudi|"1721-1722"|310|Duboccage|""|false|false|Distribution
27273|1721-08-06|Mercredi|"1721-1722"|743|Duboccage|"Haut de page ""15e au Palais Royal"" Page de gauche : Distribution et ""Frais du Palais Royal"""|false|false|Autre
27232|1721-06-24|Mardi|"1721-1722"|789|Duboccage|""|false|false|Distribution
27234|1721-06-26|Jeudi|"1721-1722"|592|Duboccage|""|false|false|Distribution
27235|1721-06-27|Vendredi|"1721-1722"|444|Duboccage|""|false|false|Distribution
27239|1721-07-01|Mardi|"1721-1722"|131|Duboccage|""|false|false|Distribution
27262|1721-07-25|Vendredi|"1721-1722"|358|Duboccage|""|false|false|Distribution
27241|1721-07-03|Jeudi|"1721-1722"|91|Duboccage|""|false|false|Distribution
