"id_registre"|"id_place"|"description"|"loge"|"billets_vendus"|"prix_par_billet"|"recettes"
27096|88|Billet à|false|399|1|399
27097|87|Billet à|false|1|201|201
27097|85|Billet à|false|4|4|16
27097|86|Billet à|false|9|2|18
27097|88|Billet à|false|71|1|71
27098|88|Billet à|false|410|1|410
27098|87|Billet à|false|16|2|32
27098|86|Billet à|false|82|3|246
27098|83|Loge basse|true|2|48|96
27098|85|Billet à|false|123|4|738
27099|85|Billet à|false|16|4|64
27099|88|Billet à|false|302|1|302
27099|87|Billet à|false|22|201|33
27099|86|Billet à|false|49|2|98
27100|86|Billet à|false|29|3|58
27100|85|Billet à|false|48|6|288
27100|87|Billet à|false|10|2|20
27100|88|Billet à|false|237|1|237
27101|86|Billet à|false|37|3|111
27101|85|Billet à|false|67|6|402
27101|88|Billet à|false|256|1|256
27101|87|Billet à|false|5|2|10
27102|85|Billet à|false|7|4|28
27102|88|Billet à|false|224|1|224
27102|87|Billet à|false|4|201|6
27102|86|Billet à|false|51|2|102
27103|85|Billet à|false|6|4|24
27103|83|Loge basse|true|1|32|32
27103|86|Billet à|false|11|2|22
27103|87|Billet à|false|2|201|3
27103|88|Billet à|false|65|1|65
27104|85|Billet à|false|11|4|44
27104|88|Billet à|false|103|1|103
27104|87|Billet à|false|3|201|204
27104|86|Billet à|false|8|2|16
27105|86|Billet à|false|51|2|102
27105|88|Billet à|false|376|1|376
27105|87|Billet à|false|7|201|210
27105|85|Billet à|false|8|4|32
27106|85|Billet à|false|14|4|56
27106|86|Billet à|false|32|2|64
27106|87|Billet à|false|3|201|204
27106|88|Billet à|false|191|1|191
27107|87|Billet à|false|8|201|12
27107|85|Billet à|false|11|4|44
27107|88|Billet à|false|248|1|248
27107|86|Billet à|false|43|2|86
27108|88|Billet à|false|62|1|62
27108|86|Billet à|false|9|2|18
27108|87|Billet à|false|2|201|3
27108|85|Billet à|false|4|4|16
27109|86|Billet à|false|26|2|52
27109|88|Billet à|false|166|1|166
27109|87|Billet à|false|5|201|207
27109|85|Billet à|false|21|4|84
27110|86|Billet à|false|38|2|76
27110|87|Billet à|false|5|201|207
27110|88|Billet à|false|227|1|227
27110|85|Billet à|false|9|4|36
27111|87|Billet à|false|19|201|228
27111|88|Billet à|false|300|1|300
27111|85|Billet à|false|37|4|148
27111|86|Billet à|false|63|2|126
27112|86|Billet à|false|49|2|98
27112|85|Billet à|false|21|4|84
27112|88|Billet à|false|298|1|298
27112|87|Billet à|false|5|201|207
27113|88|Billet à|false|76|1|76
27113|85|Billet à|false|4|4|16
27113|87|Billet à|false|1|201|201
27113|86|Billet à|false|7|2|14
27114|87|Billet à|false|1|201|201
27114|86|Billet à|false|3|2|6
27114|88|Billet à|false|37|1|37
27114|85|Billet à|false|2|4|8
27115|85|Billet à|false|17|4|68
27115|87|Billet à|false|5|201|207
27115|86|Billet à|false|33|2|66
27115|88|Billet à|false|199|1|199
27116|86|Billet à|false|26|2|52
27116|85|Billet à|false|11|4|44
27116|87|Billet à|false|15|201|222
27116|88|Billet à|false|227|1|227
27117|86|Billet à|false|9|2|18
27117|85|Billet à|false|5|4|20
27117|87|Billet à|false|2|201|3
27117|88|Billet à|false|136|1|136
27118|85|Billet à|false|41|4|164
27118|86|Billet à|false|34|2|68
27118|87|Billet à|false|6|201|12
27118|88|Billet à|false|253|1|253
27119|88|Billet à|false|270|1|270
27119|87|Billet à|false|7|201|210
27119|85|Billet à|false|24|4|96
27119|86|Billet à|false|29|2|58
27120|86|Billet à|false|15|2|30
27120|88|Billet à|false|157|1|157
27120|85|Billet à|false|17|4|68
27120|87|Billet à|false|3|201|204
27121|85|Billet à|false|42|4|168
27121|86|Billet à|false|29|2|58
27121|87|Billet à|false|3|201|6
27121|88|Billet à|false|236|1|236
27122|85|Billet à|false|2|4|8
27122|88|Billet à|false|86|1|86
27122|87|Billet à|false|1|201|201
27122|86|Billet à|false|6|2|12
27123|88|Billet à|false|408|1|408
27123|85|Billet à|false|89|4|356
27123|86|Billet à|false|77|2|154
27123|87|Billet à|false|14|201|21
27124|87|Billet à|false|13|201|26
27124|85|Billet à|false|17|4|68
27124|86|Billet à|false|61|2|122
27124|88|Billet à|false|299|1|299
27125|88|Billet à|false|68|1|68
27125|87|Billet à|false|1|201|201
27125|86|Billet à|false|6|2|12
27125|85|Billet à|false|5|4|20
27126|83|Loge basse|true|8|48|384
27126|86|Billet à|false|93|3|279
27126|87|Billet à|false|102|2|204
27126|88|Billet à|false|580|1|580
27126|85|Billet à|false|265|4|1590
27126|84|Loge haute|true|2|30|60
27127|88|Billet à|false|53|1|53
27127|86|Billet à|false|1|2|2
27127|85|Billet à|false|2|4|8
27127|87|Billet à|false|1|201|201
27128|85|Billet à|false|24|4|96
27128|88|Billet à|false|166|1|166
27128|87|Billet à|false|4|201|6
27128|86|Billet à|false|37|2|74
27129|88|Billet à|false|353|1|353
27129|86|Billet à|false|59|2|118
27129|85|Billet à|false|9|4|36
27129|87|Billet à|false|14|201|21
27130|87|Billet à|false|4|201|6
27130|85|Billet à|false|9|4|36
27130|86|Billet à|false|28|2|56
27130|88|Billet à|false|134|1|134
27131|87|Billet à|false|4|201|6
27131|85|Billet à|false|1|4|4
27131|86|Billet à|false|5|2|10
27131|88|Billet à|false|79|1|79
27133|88|Billet à|false|208|1|208
27133|86|Billet à|false|43|2|86
27133|87|Billet à|false|6|201|9
27133|85|Billet à|false|31|4|124
27134|88|Billet à|false|63|1|63
27134|86|Billet à|false|12|2|24
27134|85|Billet à|false|3|4|12
27134|87|Billet à|false|12|201|18
27135|88|Billet à|false|316|1|316
27135|87|Billet à|false|12|201|18
27135|86|Billet à|false|102|2|204
27135|85|Billet à|false|83|4|332
27136|88|Billet à|false|217|1|217
27136|85|Billet à|false|29|4|116
27136|86|Billet à|false|63|2|126
27136|87|Billet à|false|26|201|39
27137|88|Billet à|false|281|1|281
27137|87|Billet à|false|17|201|225
27137|86|Billet à|false|61|2|122
27137|85|Billet à|false|23|4|92
27138|85|Billet à|false|13|4|52
27138|88|Billet à|false|330|1|330
27138|87|Billet à|false|20|201|30
27138|86|Billet à|false|55|2|110
27139|85|Billet à|false|5|4|20
27139|86|Billet à|false|18|2|36
27139|88|Billet à|false|128|1|128
27139|87|Billet à|false|4|201|6
27140|87|Billet à|false|4|201|6
27140|85|Billet à|false|41|4|164
27140|86|Billet à|false|32|2|64
27140|88|Billet à|false|148|1|148
27141|87|Billet à|false|12|201|18
27141|85|Billet à|false|32|4|128
27141|86|Billet à|false|53|2|106
27141|88|Billet à|false|251|1|251
27142|85|Billet à|false|5|4|20
27142|88|Billet à|false|56|1|56
27142|87|Billet à|false|6|201|9
27142|86|Billet à|false|9|2|18
27143|87|Billet à|false|51|2|102
27143|88|Billet à|false|478|1|478
27143|84|Loge haute|true|2|30|60
27143|83|Loge basse|true|5|48|240
27143|85|Billet à|false|118|6|708
27143|86|Billet à|false|94|3|282
27144|83|Loge basse|true|5|48|240
27144|87|Billet à|false|42|2|84
27144|88|Billet à|false|453|1|453
27144|85|Billet à|false|109|6|654
27144|84|Loge haute|true|2|30|60
27144|86|Billet à|false|85|3|255
27145|88|Billet à|false|239|1|239
27145|86|Billet à|false|23|2|46
27145|85|Billet à|false|12|4|48
27145|87|Billet à|false|7|201|210
27146|87|Billet à|false|14|2|28
27146|86|Billet à|false|73|3|219
27146|85|Billet à|false|105|6|630
27146|83|Loge basse|true|5|48|240
27146|88|Billet à|false|443|1|443
27147|86|Billet à|false|93|3|279
27147|88|Billet à|false|479|1|479
27147|87|Billet à|false|21|2|42
27147|85|Billet à|false|139|6|834
27147|83|Loge basse|true|7|48|336
27148|88|Billet à|false|53|1|53
27148|87|Billet à|false|1|201|201
27148|86|Billet à|false|5|2|10
27148|85|Billet à|false|3|4|12
27149|83|Loge basse|true|11|48|528
27149|87|Billet à|false|76|2|152
27149|86|Billet à|false|97|3|291
27149|85|Billet à|false|173|6|1038
27149|84|Loge haute|true|4|30|120
27149|88|Billet à|false|518|1|518
27150|87|Billet à|false|12|201|18
27150|86|Billet à|false|26|2|52
27150|85|Billet à|false|7|4|28
27150|88|Billet à|false|193|1|193
27151|87|Billet à|false|25|2|50
27151|83|Loge basse|true|3|48|144
27151|85|Billet à|false|73|6|438
27151|88|Billet à|false|301|1|301
27151|86|Billet à|false|51|3|153
27152|86|Billet à|false|93|3|279
27152|83|Loge basse|true|5|48|240
27152|88|Billet à|false|500|1|500
27152|87|Billet à|false|53|2|106
27152|85|Billet à|false|107|6|642
27153|88|Billet à|false|44|1|44
27153|86|Billet à|false|2|2|4
27154|88|Billet à|false|270|1|270
27154|83|Loge basse|true|2|48|96
27154|85|Billet à|false|67|6|402
27154|86|Billet à|false|49|3|147
27154|87|Billet à|false|12|2|24
27155|87|Billet à|false|7|201|210
27155|86|Billet à|false|31|2|62
27155|85|Billet à|false|4|4|16
27155|88|Billet à|false|261|1|261
27156|86|Billet à|false|69|3|207
27156|83|Loge basse|true|2|48|96
27156|87|Billet à|false|32|2|64
27156|88|Billet à|false|377|1|377
27156|85|Billet à|false|62|6|372
27157|83|Loge basse|true|5|48|240
27157|87|Billet à|false|35|2|70
27157|86|Billet à|false|74|3|222
27157|85|Billet à|false|129|6|774
27157|88|Billet à|false|410|1|410
27158|86|Billet à|false|17|2|34
27158|88|Billet à|false|109|1|109
27158|87|Billet à|false|2|201|3
27158|85|Billet à|false|11|4|44
27159|86|Billet à|false|114|3|342
27159|85|Billet à|false|151|6|906
27159|83|Loge basse|true|7|48|336
27159|88|Billet à|false|523|1|523
27159|87|Billet à|false|97|2|194
27174|88|Billet à|false|200|101|250
27174|85|Billet à|false|36|5|180
27174|87|Billet à|false|50|201|75
27174|86|Billet à|false|115|202|487
27175|88|Billet à|false|113|101|241
27175|86|Billet à|false|17|202|242
27175|85|Billet à|false|19|5|95
27175|87|Billet à|false|8|201|12
27176|85|Billet à|false|67|5|335
27176|87|Billet à|false|287|101|658
27176|86|Billet à|false|67|202|367
27177|86|Billet à|false|12|202|30
27177|88|Billet à|false|47|101|358
27177|85|Billet à|false|1|5|5
27177|87|Billet à|false|6|201|9
27178|85|Billet à|false|16|5|80
27178|88|Billet à|false|60|101|75
27178|87|Billet à|false|8|201|12
27178|86|Billet à|false|18|202|45
27179|86|Billet à|false|26|202|65
27179|85|Billet à|false|16|5|80
27179|88|Billet à|false|147|101|483
27179|87|Billet à|false|2|201|3
27180|87|Billet à|false|33|201|249
27180|88|Billet à|false|148|101|185
27180|85|Billet à|false|40|5|200
27180|86|Billet à|false|80|202|200
27181|86|Billet à|false|42|202|105
27181|85|Billet à|false|39|5|195
27181|87|Billet à|false|11|201|216
27181|88|Billet à|false|102|101|327
27182|86|Billet à|false|48|2|96
27182|87|Billet à|false|8|201|12
27182|88|Billet à|false|119|1|119
27182|85|Billet à|false|56|4|224
27183|87|Billet à|false|351|1|351
27183|86|Billet à|false|57|2|114
27183|85|Billet à|false|65|4|260
27184|87|Billet à|false|72|201|108
27184|85|Billet à|false|100|4|400
27184|88|Billet à|false|357|1|357
27184|86|Billet à|false|150|2|300
27185|87|Billet à|false|8|201|12
27185|88|Billet à|false|92|1|92
27185|86|Billet à|false|18|2|36
27185|85|Billet à|false|12|4|48
27186|86|Billet à|false|38|2|76
27186|87|Billet à|false|3|201|204
27186|88|Billet à|false|121|1|121
27186|85|Billet à|false|30|4|120
27187|85|Billet à|false|75|4|300
27187|86|Billet à|false|138|2|276
27187|87|Billet à|false|54|201|81
27187|88|Billet à|false|292|1|292
27188|85|Billet à|false|4|4|16
27188|86|Billet à|false|26|2|52
27188|88|Billet à|false|67|1|67
27188|87|Billet à|false|2|201|3
27189|87|Billet à|false|6|201|9
27189|88|Billet à|false|81|1|81
27189|86|Billet à|false|29|2|58
27189|85|Billet à|false|12|4|48
27190|85|Billet à|false|55|4|220
27190|86|Billet à|false|47|2|94
27190|87|Billet à|false|347|1|347
27191|88|Billet à|false|419|1|419
27191|85|Billet à|false|213|4|852
27191|86|Billet à|false|148|2|296
27191|87|Billet à|false|63|201|93
27192|85|Billet à|false|1|4|4
27192|86|Billet à|false|24|2|48
27192|87|Billet à|false|10|201|15
27192|88|Billet à|false|62|1|62
27193|88|Billet à|false|164|1|164
27193|85|Billet à|false|9|4|36
27193|86|Billet à|false|65|2|130
27193|87|Billet à|false|38|201|57
27194|88|Billet à|false|307|1|307
27194|87|Billet à|false|52|201|78
27194|86|Billet à|false|165|2|330
27194|85|Billet à|false|104|4|416
27195|86|Billet à|false|16|2|32
27195|88|Billet à|false|47|1|47
27195|87|Billet à|false|3|201|204
27195|85|Billet à|false|6|4|24
27196|85|Billet à|false|128|4|512
27196|87|Billet à|false|356|1|356
27196|86|Billet à|false|75|2|150
27197|85|Billet à|false|2|4|8
27197|88|Billet à|false|40|1|40
27197|87|Billet à|false|8|201|12
27197|86|Billet à|false|11|2|22
27198|86|Billet à|false|101|2|202
27198|88|Billet à|false|193|1|193
27198|87|Billet à|false|33|201|249
27198|85|Billet à|false|41|4|164
27199|85|Billet à|false|62|4|248
27199|88|Billet à|false|341|1|341
27199|87|Billet à|false|78|201|117
27199|86|Billet à|false|190|2|380
27200|88|Billet à|false|64|1|64
27200|87|Billet à|false|5|201|207
27200|86|Billet à|false|29|2|58
27200|85|Billet à|false|17|4|68
27201|85|Billet à|false|42|4|168
27201|87|Billet à|false|25|201|237
27201|86|Billet à|false|90|2|180
27201|88|Billet à|false|137|1|137
27202|87|Billet à|false|314|1|314
27202|86|Billet à|false|63|2|126
27202|85|Billet à|false|32|4|128
27203|88|Billet à|false|98|1|98
27203|85|Billet à|false|21|4|84
27203|86|Billet à|false|84|2|168
27203|87|Billet à|false|11|201|216
27204|87|Billet à|false|17|201|225
27204|86|Billet à|false|51|2|102
27204|85|Billet à|false|26|4|104
27204|88|Billet à|false|157|1|157
27205|85|Billet à|false|70|4|280
27205|88|Billet à|false|382|1|382
27205|87|Billet à|false|87|201|330
27205|86|Billet à|false|164|2|328
27206|87|Billet à|false|11|201|216
27206|85|Billet à|false|9|4|36
27206|88|Billet à|false|64|1|64
27206|86|Billet à|false|27|2|54
27207|86|Billet à|false|45|2|90
27207|88|Billet à|false|83|1|83
27207|87|Billet à|false|14|201|21
27207|85|Billet à|false|45|4|180
27208|86|Billet à|false|51|2|102
27208|85|Billet à|false|33|4|132
27208|87|Billet à|false|232|1|232
27209|88|Billet à|false|251|1|251
27209|85|Billet à|false|73|4|292
27209|86|Billet à|false|100|2|200
27209|87|Billet à|false|20|201|30
27210|85|Billet à|false|6|4|24
27210|87|Billet à|false|3|201|204
27210|88|Billet à|false|47|1|47
27210|86|Billet à|false|14|2|28
27211|85|Billet à|false|48|4|192
27211|87|Billet à|false|26|201|39
27211|88|Billet à|false|207|1|207
27211|86|Billet à|false|109|2|218
27212|85|Billet à|false|44|4|176
27212|86|Billet à|false|113|2|226
27212|87|Billet à|false|58|201|87
27212|88|Billet à|false|182|1|182
27214|85|Billet à|false|3|4|12
27214|88|Billet à|false|66|1|66
27214|86|Billet à|false|28|2|56
27214|87|Billet à|false|10|201|15
27215|86|Billet à|false|76|2|152
27215|87|Billet à|false|307|1|307
27215|85|Billet à|false|94|4|376
27216|85|Billet à|false|2|4|8
27216|88|Billet à|false|61|1|61
27216|87|Billet à|false|3|201|204
27216|86|Billet à|false|12|2|24
27217|88|Billet à|false|118|1|118
27217|85|Billet à|false|51|4|204
27217|86|Billet à|false|60|2|120
27217|87|Billet à|false|12|201|18
27218|86|Billet à|false|10|2|20
27218|87|Billet à|false|3|201|204
27218|88|Billet à|false|32|1|32
27219|85|Billet à|false|30|4|120
27219|88|Billet à|false|201|1|201
27219|86|Billet à|false|95|2|190
27219|87|Billet à|false|50|201|75
27220|86|Billet à|false|10|2|20
27220|85|Billet à|false|3|4|12
27220|88|Billet à|false|30|1|30
27220|87|Billet à|false|4|201|6
27221|87|Billet à|false|157|1|157
27221|86|Billet à|false|34|2|68
27221|85|Billet à|false|25|4|100
27222|87|Billet à|false|10|201|20
27222|85|Billet à|false|37|4|148
27222|86|Billet à|false|60|2|120
27222|88|Billet à|false|204|1|204
27223|87|Billet à|false|3|201|204
27223|85|Billet à|false|5|4|20
27223|88|Billet à|false|37|1|37
27223|86|Billet à|false|18|2|36
27224|87|Billet à|false|27|201|240
27224|88|Billet à|false|204|1|204
27224|85|Billet à|false|57|4|228
27224|86|Billet à|false|99|2|198
27225|86|Billet à|false|14|2|28
27225|88|Billet à|false|49|1|49
27225|85|Billet à|false|11|4|44
27225|87|Billet à|false|4|201|6
27226|86|Billet à|false|57|2|114
27226|87|Billet à|false|319|1|319
27226|85|Billet à|false|100|4|400
27227|87|Billet à|false|18|201|27
27227|86|Billet à|false|91|2|182
27227|85|Billet à|false|23|4|92
27227|88|Billet à|false|243|1|243
27228|88|Billet à|false|168|1|168
27228|86|Billet à|false|67|2|134
27228|85|Billet à|false|50|4|200
27228|87|Billet à|false|25|201|237
27229|86|Billet à|false|44|2|88
27229|88|Billet à|false|101|1|101
27229|85|Billet à|false|32|4|128
27229|87|Billet à|false|9|201|213
27230|86|Billet à|false|94|2|188
27230|85|Billet à|false|40|4|160
27230|88|Billet à|false|203|1|203
27230|87|Billet à|false|17|201|225
27231|86|Billet à|false|25|2|50
27231|85|Billet à|false|10|4|40
27231|87|Billet à|false|6|201|9
27231|88|Billet à|false|42|1|42
27232|88|Billet à|false|309|1|309
27232|86|Billet à|false|115|2|230
27232|85|Billet à|false|43|4|172
27232|87|Billet à|false|52|201|78
27233|85|Billet à|false|30|4|120
27233|88|Billet à|false|161|1|161
27233|86|Billet à|false|32|2|64
27234|86|Billet à|false|52|2|104
27234|85|Billet à|false|25|4|100
27234|87|Billet à|false|7|201|210
27234|88|Billet à|false|178|1|178
27235|86|Billet à|false|32|2|64
27235|88|Billet à|false|97|1|97
27235|87|Billet à|false|5|201|207
27235|85|Billet à|false|19|4|76
27236|88|Billet à|false|62|1|62
27236|87|Billet à|false|4|201|6
27236|86|Billet à|false|18|2|36
27236|85|Billet à|false|9|4|36
27237|87|Billet à|false|24|201|36
27237|86|Billet à|false|105|2|210
27237|85|Billet à|false|100|4|400
27237|88|Billet à|false|307|1|307
27238|88|Billet à|false|62|1|62
27238|87|Billet à|false|8|201|12
27238|86|Billet à|false|20|2|40
27238|85|Billet à|false|18|4|72
27239|86|Billet à|false|20|2|40
27239|88|Billet à|false|62|1|62
27239|85|Billet à|false|5|4|20
27239|87|Billet à|false|6|201|9
27240|87|Billet à|false|337|1|337
27240|85|Billet à|false|112|4|448
27240|86|Billet à|false|52|2|104
27241|88|Billet à|false|43|1|43
27241|86|Billet à|false|4|2|8
27241|85|Billet à|false|10|4|40
27242|88|Billet à|false|87|1|87
27242|85|Billet à|false|15|4|60
27242|86|Billet à|false|36|2|72
27242|87|Billet à|false|3|201|204
27243|85|Billet à|false|3|4|12
27243|88|Billet à|false|38|1|38
27243|87|Billet à|false|1|201|201
27243|86|Billet à|false|7|2|14
27244|86|Billet à|false|103|2|206
27244|88|Billet à|false|194|1|194
27244|87|Billet à|false|17|201|225
27244|85|Billet à|false|42|4|168
27245|85|Billet à|false|6|4|24
27245|88|Billet à|false|41|1|41
27245|87|Billet à|false|2|201|3
27245|86|Billet à|false|15|2|30
27246|85|Billet à|false|32|4|128
27246|87|Billet à|false|12|201|18
27246|86|Billet à|false|51|2|102
27246|88|Billet à|false|187|1|187
27247|88|Billet à|false|52|1|52
27247|85|Billet à|false|4|4|16
27247|86|Billet à|false|12|2|24
27247|87|Billet à|false|1|201|201
27248|85|Billet à|false|27|4|108
27248|88|Billet à|false|80|1|80
27248|87|Billet à|false|6|201|9
27248|86|Billet à|false|32|2|64
27249|86|Billet à|false|29|2|58
27249|85|Billet à|false|18|4|72
27249|88|Billet à|false|103|1|103
27250|85|Billet à|false|10|4|40
27250|88|Billet à|false|105|1|105
27250|86|Billet à|false|41|2|82
27250|87|Billet à|false|9|201|213
27251|85|Billet à|false|15|4|60
27251|88|Billet à|false|83|1|83
27251|87|Billet à|false|4|201|6
27251|86|Billet à|false|22|2|44
27252|86|Billet à|false|2|2|4
27252|85|Billet à|false|1|4|4
27252|87|Billet à|false|5|201|207
27252|88|Billet à|false|37|1|37
27253|86|Billet à|false|52|2|104
27253|85|Billet à|false|43|4|172
27253|87|Billet à|false|276|1|276
27254|88|Billet à|false|38|1|38
27254|87|Billet à|false|11|201|216
27254|85|Billet à|false|1|4|4
27254|86|Billet à|false|26|2|52
27255|85|Billet à|false|26|4|104
27255|86|Billet à|false|52|2|104
27255|87|Billet à|false|9|201|213
27255|88|Billet à|false|214|1|214
27256|88|Billet à|false|78|1|78
27256|87|Billet à|false|2|201|3
27256|85|Billet à|false|8|4|32
27256|86|Billet à|false|14|2|28
27257|88|Billet à|false|272|1|272
27257|85|Billet à|false|56|4|224
27257|86|Billet à|false|75|2|150
27257|87|Billet à|false|20|201|30
27258|88|Billet à|false|61|1|61
27258|86|Billet à|false|12|2|24
27258|87|Billet à|false|2|201|3
27258|85|Billet à|false|4|4|16
27259|85|Billet à|false|25|4|100
27259|88|Billet à|false|142|1|142
27259|87|Billet à|false|5|201|207
27259|86|Billet à|false|45|2|90
27260|87|Billet à|false|121|1|121
27260|85|Billet à|false|27|4|108
27260|86|Billet à|false|35|2|70
27261|87|Billet à|false|11|201|216
27261|86|Billet à|false|57|2|114
27261|88|Billet à|false|161|1|161
27261|85|Billet à|false|49|4|196
27262|86|Billet à|false|42|2|84
27262|85|Billet à|false|17|4|68
27262|87|Billet à|false|18|201|27
27262|88|Billet à|false|179|1|179
27263|88|Billet à|false|148|1|148
27263|85|Billet à|false|27|4|108
27263|86|Billet à|false|46|2|92
27263|87|Billet à|false|8|201|12
27264|88|Billet à|false|190|1|190
27264|87|Billet à|false|13|201|219
27264|85|Billet à|false|20|4|80
27264|86|Billet à|false|53|2|106
27265|85|Billet à|false|14|4|56
27265|88|Billet à|false|62|1|62
27265|87|Billet à|false|4|201|6
27265|86|Billet à|false|28|2|56
27266|86|Billet à|false|2|2|4
27266|88|Billet à|false|18|1|18
27267|85|Billet à|false|51|4|204
27267|87|Billet à|false|251|1|251
27267|86|Billet à|false|35|2|70
27268|88|Billet à|false|52|1|52
27268|87|Billet à|false|1|201|201
27268|85|Billet à|false|8|4|32
27268|86|Billet à|false|14|2|28
27269|88|Billet à|false|296|1|296
27269|87|Billet à|false|20|201|30
27269|86|Billet à|false|102|2|204
27269|85|Billet à|false|161|4|644
27270|85|Billet à|false|5|4|20
27270|86|Billet à|false|37|2|74
27270|87|Billet à|false|8|201|12
27270|88|Billet à|false|94|1|94
27271|87|Billet à|false|12|201|18
27271|85|Billet à|false|48|4|192
27271|88|Billet à|false|178|1|178
27271|86|Billet à|false|66|2|132
27272|87|Billet à|false|2|201|3
27272|88|Billet à|false|52|1|52
27272|85|Billet à|false|4|4|16
27272|86|Billet à|false|7|2|14
27273|85|Billet à|false|90|4|360
27273|86|Billet à|false|71|2|142
27273|87|Billet à|false|241|1|241
27274|87|Billet à|false|2|201|3
27274|85|Billet à|false|1|4|4
27274|88|Billet à|false|30|1|30
27274|86|Billet à|false|13|2|26
27276|88|Billet à|false|82|1|82
27276|85|Billet à|false|30|4|120
27276|87|Billet à|false|5|201|207
27276|86|Billet à|false|22|2|44
27277|86|Billet à|false|44|2|88
27277|88|Billet à|false|153|1|153
27277|87|Billet à|false|18|201|27
27277|85|Billet à|false|13|4|52
27278|87|Billet à|false|4|201|6
27278|88|Billet à|false|76|1|76
27278|86|Billet à|false|30|2|60
27278|85|Billet à|false|22|4|88
27279|88|Billet à|false|45|1|45
27279|87|Billet à|false|2|201|3
27279|85|Billet à|false|3|4|12
27279|86|Billet à|false|15|2|30
27280|85|Billet à|false|32|4|128
27280|87|Billet à|false|242|1|242
27280|86|Billet à|false|48|2|96
27282|86|Billet à|false|38|2|76
27282|88|Billet à|false|99|1|99
27282|85|Billet à|false|20|4|80
27282|87|Billet à|false|17|201|225
27283|85|Billet à|false|7|4|28
27283|88|Billet à|false|81|1|81
27283|87|Billet à|false|12|201|18
27283|86|Billet à|false|30|2|60
27284|85|Billet à|false|8|4|32
27284|87|Billet à|false|7|201|210
27284|88|Billet à|false|62|1|62
27284|86|Billet à|false|37|2|74
27285|87|Billet à|false|2|201|3
27285|85|Billet à|false|2|4|8
27285|86|Billet à|false|14|2|28
27285|88|Billet à|false|42|1|42
27286|87|Billet à|false|137|1|137
27286|85|Billet à|false|9|4|36
27286|86|Billet à|false|18|2|36
27287|86|Billet à|false|17|2|34
27287|88|Billet à|false|71|1|71
27287|87|Billet à|false|4|201|6
27287|85|Billet à|false|18|4|72
27288|88|Billet à|false|52|1|52
27288|85|Billet à|false|10|4|40
27288|86|Billet à|false|8|2|16
27288|87|Billet à|false|4|201|6
27289|86|Billet à|false|15|2|30
27289|87|Billet à|false|1|201|201
27289|85|Billet à|false|12|4|48
27289|88|Billet à|false|64|1|64
27290|87|Billet à|false|2|201|3
27290|88|Billet à|false|71|1|71
27290|85|Billet à|false|5|4|20
27290|86|Billet à|false|20|2|40
27291|88|Billet à|false|40|1|40
27291|85|Billet à|false|3|4|12
27291|86|Billet à|false|9|2|18
27292|87|Billet à|false|213|1|213
27292|85|Billet à|false|22|4|88
27292|86|Billet à|false|28|2|56
27293|86|Billet à|false|32|2|64
27293|88|Billet à|false|119|1|119
27293|87|Billet à|false|3|201|204
27293|85|Billet à|false|20|4|80
27294|87|Billet à|false|4|201|6
27294|85|Billet à|false|3|4|12
27294|88|Billet à|false|48|1|48
27294|86|Billet à|false|3|2|6
27295|85|Billet à|false|14|4|56
27295|86|Billet à|false|20|2|40
27295|87|Billet à|false|1|201|201
27295|88|Billet à|false|56|1|56
27296|87|Billet à|false|15|201|222
27296|86|Billet à|false|30|2|60
27296|85|Billet à|false|2|4|8
27296|88|Billet à|false|108|1|108
27297|85|Billet à|false|22|4|88
27297|88|Billet à|false|148|1|148
27297|87|Billet à|false|5|201|207
27297|86|Billet à|false|38|2|76
27298|88|Billet à|false|32|1|32
27298|85|Billet à|false|1|4|4
27298|86|Billet à|false|11|2|22
27298|87|Billet à|false|1|201|201
27299|87|Billet à|false|284|1|284
27299|86|Billet à|false|47|2|94
27299|85|Billet à|false|48|4|192
27300|87|Billet à|false|2|201|3
27300|85|Billet à|false|1|4|4
27300|86|Billet à|false|11|2|22
27300|88|Billet à|false|32|1|32
27301|88|Billet à|false|82|1|82
27301|86|Billet à|false|19|2|38
27301|85|Billet à|false|10|4|40
27301|87|Billet à|false|3|201|204
27302|88|Billet à|false|51|1|51
27302|85|Billet à|false|1|4|4
27302|86|Billet à|false|14|2|28
27302|87|Billet à|false|7|201|210
27303|88|Billet à|false|166|1|166
27303|85|Billet à|false|21|4|84
27303|86|Billet à|false|40|2|80
27303|87|Billet à|false|21|201|231
27304|87|Billet à|false|2|201|3
27304|88|Billet à|false|89|1|89
27304|85|Billet à|false|5|4|20
27304|86|Billet à|false|18|2|36
27305|85|Billet à|false|37|4|148
27305|87|Billet à|false|248|1|248
27305|86|Billet à|false|51|2|102
27306|85|Billet à|false|20|4|80
27306|87|Billet à|false|9|201|213
27306|88|Billet à|false|162|1|162
27306|86|Billet à|false|27|2|54
27307|86|Billet à|false|7|2|14
27307|85|Billet à|false|9|4|36
27307|88|Billet à|false|54|1|54
27307|87|Billet à|false|6|201|9
27308|85|Billet à|false|20|4|80
27308|86|Billet à|false|34|2|68
27308|87|Billet à|false|5|201|207
27308|88|Billet à|false|87|1|87
27309|88|Billet à|false|157|1|157
27309|85|Billet à|false|4|4|16
27309|86|Billet à|false|43|2|86
27309|87|Billet à|false|10|201|15
27310|87|Billet à|false|12|201|18
27310|85|Billet à|false|48|4|192
27310|88|Billet à|false|107|1|107
